id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
6974519,MUNICH OKTOBERFEST:  3 rooms suitable for 6 People,8042469,Jochen,,Feldmoching-Hasenbergl,48.21708,11.54155,Private room,439,3,15,2019-10-02,0.18,7,18,0,
6980106,quiet 3 room apt. city center,1157301,Jo,,Altstadt-Lehel,48.14177,11.58849,Entire home/apt,399,2,160,2022-08-31,1.84,1,53,15,
6996163,Loft Wohnung in Bestlage Moosach Gesamtgröße 80m2,18623981,Tabea,,Berg am Laim,48.13396,11.62931,Private room,150,1,78,2022-09-15,0.89,1,255,10,
7014068,Bright family flat with garden in a quiet area,8921599,Ludivine,,Untergiesing-Harlaching,48.09764,11.5671,Entire home/apt,189,3,27,2022-09-18,0.42,1,3,11,
7051206,Gemütliches 2-Zimmer-Appartement.,35849099,Dr. Egon,,Tudering-Riem,48.11461,11.64767,Entire home/apt,60,3,19,2022-03-18,0.29,1,4,3,
7106457,Ruhig am Park mit eigenem Bad,9516791,Annette,,Sendling-Westpark,48.120541,11.51455,Private room,125,1,171,2022-09-19,1.95,1,309,31,
7112656,Cosy Oldtown Apartment,37215880,Teresa,,Schwabing-West,48.16304,11.57482,Entire home/apt,55,1,6,2016-10-03,0.07,1,61,0,
7138001,Nice Apartment with rooftop terrace,30107719,Axel,,Ludwigsvorstadt-Isarvorstadt,48.12814,11.5756,Private room,50,2,56,2022-09-04,0.73,1,0,9,
7152421,Cómodo dormitorio con balcón / WiFi,37458374,Fernando,,Laim,48.13139,11.50462,Private room,100,1,12,2022-07-24,0.14,1,294,3,
7191457,Penthouse in downtown/Oktoberfest,37655118,Chalwa,,Ludwigsvorstadt-Isarvorstadt,48.12822,11.55695,Private room,200,7,33,2019-09-29,0.38,1,0,0,
7208004,Ruhiges Balkon Zimmer in Haidhausen,2634855,Artemis,,Au-Haidhausen,48.12805,11.59637,Private room,73,2,3,2016-06-07,0.04,3,263,0,
7210026,Gästezimmer in München Nymphenburg,470356298,Paula,,Neuhausen-Nymphenburg,48.16062,11.50868,Private room,95,2,113,2022-08-27,1.29,1,136,3,
7289568,"Furnished Apartment, Next to U-Bahn",26096429,Sachin,,Milbertshofen-Am Hart,48.18573,11.57376,Entire home/apt,500,1,22,2019-10-07,0.26,1,7,0,
7326934,Sunny Maxvorstadt Apartment,6653021,Aleksandra,,Maxvorstadt,48.14845,11.57395,Entire home/apt,274,3,35,2020-08-08,0.43,1,11,0,
7359248,Perfect Stay In Munich!,24973373,Laura,,Milbertshofen-Am Hart,48.17846,11.5698,Private room,200,1,32,2022-08-22,0.37,1,139,4,
7395784,Munich-Bogenhausen Luxury Garden,38749499,Dirk,,Bogenhausen,48.17048,11.62647,Entire home/apt,199,7,1,2015-08-16,0.01,1,257,0,
7413322,COZY ROOM - MUNICH CENTER - for 2 People or 3 / 4,24108419,Thomas,,Schwanthalerhöhe,48.13926,11.5463,Private room,226,3,51,2022-09-19,0.60,2,258,1,
7426992,"Zimmer, gegenüber der Messe, eigenes Bad",21239509,Annette,,Tudering-Riem,48.13488,11.68769,Private room,45,1,44,2021-10-13,0.52,1,1,1,
7431057,Private Room in quiet Area 20min from Citycenter,38006596,Hubert,,Aubing-Lochhausen-Langwied,48.15422,11.41453,Private room,117,1,137,2022-09-17,1.58,1,335,28,
7453153,Helles Zimmer im schönen Schwabing,1791182,Sarah,,Schwabing-West,48.15924,11.56178,Private room,68,2,67,2022-08-21,0.77,1,0,7,
7485496,modest apartment in the center Munich with WiFi,36461566,Thomas,,Sendling,48.11914,11.54313,Entire home/apt,84,3,15,2022-09-01,0.29,2,307,2,
7521709,Charmantes Zimmer München-NeuPerlach,39416182,Helga,,Ramersdorf-Perlach,48.08276,11.64347,Private room,45,1,150,2022-08-21,1.72,1,271,12,
7525333,Private room in center of Munich,39434499,Nad,,Ludwigsvorstadt-Isarvorstadt,48.12947,11.57842,Private room,200,1,41,2022-09-05,0.48,1,311,12,
7555347,Room for nice guests in the center,33517781,Denitsa,,Ludwigsvorstadt-Isarvorstadt,48.12678,11.55932,Private room,129,1,383,2020-03-12,4.52,1,267,0,
7573527,Nice apartment for Oktoberfest,35682179,Evi,,Obergiesing,48.11586,11.59214,Entire home/apt,540,1,0,,,1,364,0,
7592544,"contactless, save stay  in big  flat",1048972,Eva,,Sendling,48.110985,11.537826,Private room,39,7,20,2020-08-01,0.35,1,0,0,
7597308,Cozy Business Apartment at Marienplatz,2447491,Burak,,Altstadt-Lehel,48.13505,11.57299,Entire home/apt,302,4,56,2022-07-15,0.65,1,14,4,
7598512,Nice Oktoberfest Apartment in MUC,20738586,Donka,,Feldmoching-Hasenbergl,48.21872,11.55593,Entire home/apt,204,2,7,2022-09-20,0.08,1,4,1,
7644020,Top floor on river - Baldeplatz,33076824,Alex Gustav,,Ludwigsvorstadt-Isarvorstadt,48.12355,11.5659,Private room,150,4,11,2016-03-04,0.13,1,206,0,
7675377,Alt-Bogenhausen - moderner Jugendstil,40301750,Anna,,Bogenhausen,48.14928,11.60705,Private room,35,60,9,2021-07-31,0.12,1,221,0,
7686082,800m from Oktoberfest / City Apartment Munich,21084183,Brian,,Ludwigsvorstadt-Isarvorstadt,48.12865,11.56097,Entire home/apt,454,2,14,2019-10-02,0.16,1,0,0,
7746920,Shared space in the heart of Munich,22110879,Renate,,Ludwigsvorstadt-Isarvorstadt,48.12721,11.57202,Private room,65,1,193,2020-09-16,2.26,2,233,0,
7759715,"Heart of munich, Rooftop Design Loft, Gärtnerplatz",30167921,Harry,,Ludwigsvorstadt-Isarvorstadt,48.13006,11.58029,Entire home/apt,295,3,54,2022-09-08,0.72,1,206,10,
7784590,Cute room in the center,40958830,Frenni,,Au-Haidhausen,48.13006,11.60539,Private room,50,3,13,2022-09-12,0.15,2,0,6,
7785398,Cosy guestroom in Munich,1626958,Elmar,,Tudering-Riem,48.11426,11.69988,Private room,41,1,38,2016-09-26,0.44,1,20,0,
7797671,"Schöne 2,5-Zimmer DG-Wohnung Nähe Oktoberfest",12575663,Markus,,Maxvorstadt,48.14932,11.55581,Entire home/apt,339,3,21,2022-09-19,0.25,2,6,1,
7802130,Stylish flat very central,41067006,Gini,,Au-Haidhausen,48.13523,11.60612,Entire home/apt,73,180,65,2018-05-31,0.79,1,169,0,
7823139,Cozy room in central Munich,6806810,Simone,,Ludwigsvorstadt-Isarvorstadt,48.12778,11.57172,Entire home/apt,380,2,53,2022-09-19,0.62,1,31,27,
7862826,10 minutes to Oktoberfest by subway,8812357,Magali,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.09488,11.5006,Entire home/apt,264,2,13,2019-10-06,0.15,1,0,0,
7872481,Gemütliches Gästezimmer,20611442,Johannes,,Au-Haidhausen,48.1269,11.59778,Private room,60,1,153,2022-06-25,1.78,2,0,1,
7881665,1 Zimmer Appartment  Oktoberfest,41546475,Sjaan,,Tudering-Riem,48.13094,11.68877,Entire home/apt,110,2,11,2022-09-20,0.13,1,65,4,
7892684,Quiet room in a 3-room-appartment near Bauma Messe,33054669,Johannes,,Berg am Laim,48.1273,11.64137,Private room,125,1,11,2022-09-17,0.14,1,353,3,
7926285,Zimmer zentral / Perfekte Anbindung in die City,41796588,Johann,,Untergiesing-Harlaching,48.11583,11.57294,Private room,49,5,55,2022-07-04,0.87,1,4,5,
7950958,Cozy 4 Bedroom House | 5 Zimmer Haus,41923526,Lara,,Pasing-Obermenzing,48.16577,11.48053,Entire home/apt,231,1,96,2022-08-29,1.24,1,305,30,
7959730,Cozy Sunny City Flat - Munich,41983676,Kian,,Untergiesing-Harlaching,48.10817,11.57819,Entire home/apt,150,3,256,2022-09-19,3.00,1,231,38,
7962908,Vom Herzen Schwabings zum Oktoberfest,14621547,Ti Na,,Schwabing-Freimann,48.168633331011385,11.583841339252501,Entire home/apt,189,7,0,,,1,296,0,
7967428,Ruhiges 2 Zi.-Gäste-Flat in EFH,42041430,Michael,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.08024,11.5229,Entire home/apt,100,5,73,2022-06-20,0.98,1,34,2,
7969519,happy people home,42050826,Simone & Florian,,Sendling,48.11705,11.54912,Entire home/apt,66,90,1,2015-10-14,0.01,1,232,0,
7976259,Cosy flat with Scandinavian flare,8702947,Claire,,Ludwigsvorstadt-Isarvorstadt,48.12106,11.56454,Entire home/apt,90,5,45,2022-01-09,0.57,1,0,8,
7978037,Ruhige Wohnung Hirschgarten/Nymphenburger Schloss,24949204,Tim,,Neuhausen-Nymphenburg,48.15103,11.51188,Entire home/apt,190,3,6,2022-08-27,0.07,1,9,3,
7978785,Comfortable Room in Munich Appartement,42112176,Mondy,,Obergiesing,48.1095,11.58492,Private room,98,1,63,2022-06-01,0.74,1,2,2,
7985272,"Stay in an old building, Space for AERIAL YOGA",41929854,Markus,,Obergiesing,48.11831,11.57997,Shared room,78,2,41,2022-09-19,0.48,1,61,10,
8003341,Großes Zimmer im Münchner Zentrum,22295302,Brigitte,,Ludwigsvorstadt-Isarvorstadt,48.1274,11.55602,Private room,68,2,77,2020-01-01,0.89,1,63,0,
8003648,Beautiful flat in a lively and popular area,42101803,Felix,,Neuhausen-Nymphenburg,48.15203,11.53387,Entire home/apt,147,500,3,2018-10-23,0.04,1,365,0,
8005531,Reihenhaus mit Charme,42266178,Jutta,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.09656,11.49428,Private room,25,15,15,2022-09-12,0.18,1,203,2,
8021937,Schwabing,20574182,Maria,,Schwabing-West,48.16329,11.56733,Private room,52,3,193,2022-08-26,2.24,1,283,27,
8047348,Stylish Shared Apartment in Munich,8213645,Michael,,Sendling-Westpark,48.12076,11.53003,Private room,134,1,18,2022-09-13,0.21,1,63,9,
8048461,Oktoberfest Munich Group Stay,788524,Mr.,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.10389,11.54346,Shared room,89,1,12,2019-10-06,0.16,2,10,0,
8057288,cozy apartment in the city centre,42559199,Lion,,Ludwigsvorstadt-Isarvorstadt,48.1307,11.57021,Entire home/apt,153,2,27,2019-09-29,0.32,1,1,0,
8061549,CENTRAL & CLASSY in Munich!,42574579,Anya,,Schwabing-West,48.16178,11.56914,Entire home/apt,80,90,21,2021-08-28,0.25,1,262,0,
8062325,Small 1 room apartment at Hofgarten.,5862606,Cynthia,,Maxvorstadt,48.14427,11.58303,Entire home/apt,224,2,430,2022-09-04,5.05,1,204,51,
8079339,Wohnung/Flat for Oktoberfest,29203544,Saadeddine,,Neuhausen-Nymphenburg,48.154933862985814,11.536425387870626,Entire home/apt,150,1,0,,,1,269,0,
8081608,"Charming, heartful and unique in Schwabing",42571121,Manuela,,Schwabing-West,48.16533,11.57935,Private room,86,2,102,2022-09-19,1.19,1,11,7,
8091945,Cozy private room,20319069,Cornelia,,Pasing-Obermenzing,48.1537,11.47721,Private room,49,1,48,2019-01-19,0.57,1,0,0,
8109013,Center City Fashion flat,14282598,Edem,,Altstadt-Lehel,48.14102,11.58463,Entire home/apt,230,2,36,2022-09-15,0.42,1,208,11,
8109625,"Room in a cosy house,subway,14 min to Oktoberfest",42820804,Kati Und Stephan,,Berg am Laim,48.12088,11.63044,Private room,137,2,87,2022-09-18,1.03,1,127,17,
8113547,"Near ""Münchner Freiheit"" with private garden",42842571,Maria,,Schwabing-Freimann,48.16881,11.59246,Entire home/apt,99,25,98,2021-06-16,1.16,1,0,0,
8122185,Nice room with balcony in the heart of Munich,42854719,Julius,,Ludwigsvorstadt-Isarvorstadt,48.12832,11.55701,Private room,229,2,16,2019-10-05,0.19,1,0,0,
8129747,"Modern, Large, good located, sleep4",16558530,Ashot,,Feldmoching-Hasenbergl,48.19654,11.52384,Entire home/apt,169,2,357,2022-09-17,4.17,1,321,44,
8149264,Cozy & spacious flat perfect for families,3528631,Christoph,,Au-Haidhausen,48.1267,11.6024,Entire home/apt,150,7,2,2016-09-30,0.02,1,0,0,
8161668,Perfect for BAUMA and OCTOBERFEST 2022,43080521,Neti,,Bogenhausen,48.13535,11.61712,Entire home/apt,307,2,59,2022-08-21,0.69,1,20,1,
8176082,Zimmer mit Balkon Nähe Isar,42897953,Jessica,,Au-Haidhausen,48.12347111026439,11.58701174138944,Private room,200,1,0,,,1,12,0,
8177511,Cozy room in Bogenhausen,43156031,Sandra,,Bogenhausen,48.13958,11.61184,Private room,100,2,19,2022-09-15,0.24,1,352,1,
8182903,"ICM Messe München - hübsches Zimmer, 8 Min. Fußweg",43169660,Lara,,Tudering-Riem,48.12852,11.69113,Private room,55,3,63,2022-08-20,0.74,1,230,9,
8188614,Ruhiges Zimmer in Schwabing,43193671,Franziska,,Schwabing-West,48.16965,11.57838,Private room,109,2,22,2022-09-11,0.26,1,81,8,
8221919,Lovely. Nice and quiet room. Happy,43352699,Anne,,Untergiesing-Harlaching,48.11665,11.57534,Private room,85,1,141,2021-12-29,1.65,1,0,8,
8224091,**** SUPERIOR-Suite 83m² 3R near ICM/Arabellapark,43366149,Esta,,Bogenhausen,48.15628,11.64077,Entire home/apt,543,3,193,2020-06-28,2.26,2,10,0,
8235920,Oasis in the Heart of Munich,35279151,Florian,,Au-Haidhausen,48.13708,11.59583,Entire home/apt,70,2,214,2021-09-07,2.52,1,0,0,
8264691,Einzelzimmer im Gärtnerplatzviertel,43578862,Maren,,Ludwigsvorstadt-Isarvorstadt,48.13028,11.57303,Private room,50,1,630,2022-09-09,7.58,1,16,121,
8273109,Edle und sehr helle Wohnung,6843995,Markus,,Bogenhausen,48.15679,11.63081,Entire home/apt,332,3,4,2021-11-26,0.10,1,35,1,
8281405,Cosy flat in  a quiet neighbourhood - only 2G,43666973,Annette  & Ulf,,Pasing-Obermenzing,48.143,11.44559,Entire home/apt,140,2,126,2022-09-14,1.48,1,13,12,
8285996,cozy room in the center of munich,21037539,Stephen,,Ludwigsvorstadt-Isarvorstadt,48.12906,11.57175,Private room,46,2,19,2018-10-22,0.23,1,0,0,
8286993,Flat during Octoberfest,43693825,Diana,,Schwabing-Freimann,48.1659,11.58171,Entire home/apt,150,5,17,2022-08-27,0.20,1,4,2,
8288088,Oktoberfest apartment,42046219,Markus,,Ludwigsvorstadt-Isarvorstadt,48.1304,11.55953,Private room,170,2,0,,,1,346,0,
8291762,2 ZiWohnung 57pm Obersendling,43615641,Marcello,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.09203,11.52291,Entire home/apt,194,3,4,2019-10-07,0.10,1,274,0,
8297123,Design-App-Zentrum-Gärtnerplatz,32954312,Paulo Henrique,,Ludwigsvorstadt-Isarvorstadt,48.12842,11.56764,Entire home/apt,66,30,22,2020-02-29,0.26,1,0,0,
8297586,"Schöne Wohnung,  200m bei der Uni",43741967,Hans Uwe,,Maxvorstadt,48.15379,11.57838,Entire home/apt,150,5,40,2019-10-05,0.47,1,146,0,
8298440,Spacious room+TV+own bathroom in famous  Schwabing,42895052,Monica,,Schwabing-West,48.15879,11.57524,Private room,197,2,68,2022-08-28,0.80,1,61,9,
8314508,Cozy room in a historic quarter of munich,1932805,Wolfgang Und Angelika,,Obergiesing,48.116898,11.579907,Private room,52,2,172,2022-09-16,2.03,1,140,25,
8317005,1-Zimmer Apartment Alt Schwabing,2094782,Anja,,Schwabing-Freimann,48.16268,11.59036,Entire home/apt,45,90,8,2020-12-24,0.11,1,131,0,
8340065,Private room in a shared house with garden view,17862167,Guy,,Bogenhausen,48.15587398640921,11.648705371575433,Private room,136,1,2,2022-08-28,2,2,365,2,
8340186,Schönes Zimmer mit Garten Aussicht,17862167,Guy,,Bogenhausen,48.15577,11.64992,Private room,295,2,6,2022-08-21,0.07,2,358,1,
8346450,"Excellent area of Munich, Schwabing! Leopoldstr.",13868893,Gianna,,Schwabing-Freimann,48.16577,11.58595,Private room,113,1,92,2022-09-17,1.08,1,340,25,
8347442,City Center 15min & Fully equipped,34420870,Daniel,,Untergiesing-Harlaching,48.10717,11.57462,Entire home/apt,69,180,20,2019-02-20,0.24,1,250,0,
8351538,Cozy Souterrain Apartment in München-Oberförhing,585050,Elke,,Bogenhausen,48.17298,11.6359,Entire home/apt,100,2,187,2022-09-18,2.19,1,296,36,
8353173,Very quiet and cozy in Glockenbachviertel,7231926,Annette,,Ludwigsvorstadt-Isarvorstadt,48.130096,11.567106,Private room,144,1,168,2022-09-18,2.70,1,42,58,
8360961,Nıce room in center,44068745,Beko,,Maxvorstadt,48.15163,11.55214,Private room,250,1,0,,,1,365,0,
8361188,perfect room near centrum,44069801,Berkcan,,Neuhausen-Nymphenburg,48.15106,11.54806,Private room,250,1,0,,,1,365,0,
8366284,Geräumiges  Zimmer. München-Bogenhausen,44094435,Krystyna,,Bogenhausen,48.15838,11.62067,Private room,138,1,39,2020-08-08,0.46,1,40,0,
8376747,"Zentrale, Top eingerichtete 105 Qm Wohnung",44148050,Wolfgang,,Moosach,48.17487,11.50524,Entire home/apt,499,1,0,,,1,91,0,
8385552,10 min to octoberfest or city center,20406115,Kristina,,Laim,48.13323,11.51186,Private room,122,1,14,2019-10-06,0.19,2,327,0,
8387153,"Central room, well connected (near Octoberfest)",16449295,Anja,,Maxvorstadt,48.14508,11.54198,Private room,82,2,27,2022-08-25,0.36,1,0,4,
8400811,Penthouse-Whg. Glockenbachviertel,44258301,Karl-Heinz,,Ludwigsvorstadt-Isarvorstadt,48.13036,11.57567,Entire home/apt,54,25,20,2022-07-01,0.24,1,105,4,
8405825,Doppelzimmer in DHH,44112610,Renate,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.08452,11.50784,Private room,80,1,16,2022-09-11,0.20,1,317,5,
8408572,Apartment city center near Viktualienmarkt,44294508,Maria,,Altstadt-Lehel,48.13353559999999,11.5769646,Entire home/apt,245,3,0,,,1,49,0,
8416845,"Cosy room, 2 comfortable single beds in MunichWest",5982863,Jürgen,,Pasing-Obermenzing,48.16007,11.44311,Private room,39,1,132,2019-10-12,1.55,1,52,0,
8419788,"2 ruhige Zimmer in Haus mit Garten, eigenes Bad",28293456,Tine (Für Lea),,Feldmoching-Hasenbergl,48.2176,11.54442,Private room,50,2,19,2019-10-08,0.22,1,168,0,
8420113,"Zimmer PLUS, Schwabing-Nord, U6",44346749,Heinz,,Schwabing-Freimann,48.17771,11.5977,Private room,79,1,3,2018-07-25,0.06,1,0,0,
8422582,Beautiful Oktoberfest Apartment,18236249,Kristin,,Obergiesing,48.11905,11.58232,Entire home/apt,458,2,10,2019-09-29,0.12,1,3,0,
8426841,beautiful room - central,976957,Heide & Amadeus,,Schwabing-West,48.15917,11.5775,Private room,35,7,2,2021-04-30,0.03,1,0,0,
8434936,Spacious apartment in the heart of Schwabing,2552523,Joe,,Maxvorstadt,48.15674,11.56405,Private room,110,1,6,2022-09-20,0.11,1,320,4,
8435304,++ King's Room in Central Munich ++,44415496,Hannes,,Ludwigsvorstadt-Isarvorstadt,48.13603,11.55714,Private room,206,2,41,2022-09-18,0.48,1,5,6,
8437043,welcome to Bavaria!,23322068,Marielle,,Pasing-Obermenzing,48.14632,11.46586,Private room,109,2,25,2022-08-05,0.29,1,330,3,
8450546,"Fair,City, Airport,Hospital for 6",24268068,Svetlana,,Bogenhausen,48.170139,11.643359,Entire home/apt,636,2,117,2022-09-18,1.38,1,195,21,
8456706,Apartment max 2 Personen,44513914,Laura,,Bogenhausen,48.16012,11.64205,Entire home/apt,180,1,2,2016-04-17,0.02,1,358,0,
8464053,"U2 ruhig, direkt an Naturschutzgeb.",44555893,Gerd,,Milbertshofen-Am Hart,48.21164,11.56961,Entire home/apt,83,1,17,2022-07-12,0.20,1,170,4,
8469064,Private Room in 110m² - Oktoberfest,2240983,Burak,,Au-Haidhausen,48.12825,11.60503,Private room,230,1,1,2016-05-31,0.01,1,364,0,
8497593,Gemütliches Zimmer mit schönem Bad,44750066,Carmen,,Hadern,48.10985,11.48408,Private room,65,2,70,2022-09-18,0.96,1,42,14,
8514517,Schwabing U3/U6 Münchner Freiheit,5680653,Yasmina,,Schwabing-Freimann,48.16199,11.58678,Private room,51,1,325,2022-08-18,3.82,1,31,37,
8529060,feelgood apartment im ❤️ schwabings,20201460,Julia,,Schwabing-Freimann,48.15893,11.58623,Private room,140,3,90,2022-09-02,1.06,2,324,8,
8529184,2 großzügige Souterrainzimmer 65m2,1621313,Regina,,Hadern,48.12848,11.48699,Entire home/apt,230,4,46,2022-08-21,0.59,5,5,4,
8536071,Nice Apartment in City Center,44894180,Sinischa,,Schwanthalerhöhe,48.13471,11.53353,Entire home/apt,283,2,8,2022-09-19,0.09,1,358,1,
8545832,Lovely flat near Oktoberfest,7680306,Katharina,,Schwanthalerhöhe,48.13904,11.52998,Private room,235,2,1,2019-04-22,0.02,2,362,0,
8563729,Big House 1 Min. from ICM (Messe),45070061,Nicola,,Tudering-Riem,48.13071,11.69503,Entire home/apt,889,5,9,2019-10-05,0.11,2,248,0,
8600027,"3-Room-Appt. 90m2, Home & Office, Munich-Schwabing",45257184,A.,,Schwabing-West,48.16001,11.579,Entire home/apt,356,2,20,2022-08-21,0.33,1,128,3,
8608812,central studio flat with balcony,43330567,Katharina,,Au-Haidhausen,48.12274,11.57534,Entire home/apt,245,1,16,2022-09-16,0.19,1,350,5,
8618931,"Quiet, centrally located room",43741200,Jürgen,,Berg am Laim,48.13116,11.61589,Private room,75,1,313,2022-09-20,3.74,1,314,81,
8628515,"Quiet, Historic Building In The Heart Of Munich",45381837,Patrick,,Schwanthalerhöhe,48.13681,11.54602,Private room,113,2,147,2022-08-19,1.86,1,62,38,
8629374,En suite room near Munich ICM exhibiton Centre,25261670,Margarethe,,Tudering-Riem,48.13224,11.69419,Private room,73,2,108,2022-09-15,1.38,1,242,19,
8696184,2 Rooms virgin flat münchen Ostbahnhof,43093712,Julia,,Ramersdorf-Perlach,48.11855,11.60815,Entire home/apt,199,2,99,2022-09-16,1.20,1,33,13,
8697837,Modern Room near Nymphenburg Palace,45663450,Antonia,,Neuhausen-Nymphenburg,48.15873,11.51837,Private room,59,1,419,2022-09-20,5.34,1,273,59,
8708368,Modern room for 2 in Central Munich,5402313,Kathrin,,Au-Haidhausen,48.12257,11.59162,Private room,159,2,60,2018-09-28,0.72,1,0,0,
8765862,Private room at the hearth of the city,39296036,Arda,,Maxvorstadt,48.15098517217117,11.56578735001457,Private room,140,1,0,,,1,336,0,
8820714,Large Home in Central Munich Park,28217967,Benedikt,,Milbertshofen-Am Hart,48.18125,11.54982,Private room,200,14,21,2022-07-01,0.26,1,0,1,
8836699,2 Zimmer Wohnung München-Laim,41089941,Christine,,Laim,48.14043,11.49351,Entire home/apt,100,20,0,,,3,280,0,
8843065,NEW Apartment - 2km BMW/MOC - bath/kitchen,46310045,Heike,,Schwabing-Freimann,48.2037,11.59513,Entire home/apt,89,14,30,2022-08-27,0.36,1,168,4,
8916911,"1 Bett Zimmer,  Dusche WC  München Ost MesseNähe",46064618,Britta,,Berg am Laim,48.13113,11.62966,Private room,69,2,88,2022-09-01,1.08,2,25,24,
8923428,Luxuslage mit Wohlfühlgarantie,46662257,Sarah,,Ludwigsvorstadt-Isarvorstadt,48.1270027,11.5702835,Entire home/apt,144,2,2,2022-08-21,0.82,1,26,2,
8965736,Modernes Designerzimmer City Isar,788524,Mr.,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.10195,11.5478,Private room,39,1,491,2022-09-09,5.98,2,271,91,
8966493,Wunderschön renovierte 2 Zi.-Whg.,46859640,Elke,,Schwanthalerhöhe,48.13453,11.5422,Entire home/apt,315,3,45,2022-08-13,0.55,1,276,5,
8988879,40qm Altbau / zentral / mit Balkon,46956843,Kilian,,Neuhausen-Nymphenburg,48.14835,11.54292,Private room,41,1,19,2019-09-21,0.23,1,0,0,
9034703,Bright and comfy apartment in Munich Nymphenburg,29495098,Katharina,,Neuhausen-Nymphenburg,48.1475,11.50245,Entire home/apt,350,4,10,2022-08-31,0.92,1,0,10,
9064867,800 m to the Oktoberfest Room for 2,42035416,Jennifer,,Sendling,48.11552,11.548,Private room,200,2,15,2019-10-23,0.18,1,12,0,
9101654,Nice room next to Oktoberfest,14399197,Sta,,Sendling-Westpark,48.118,11.52824,Private room,89,1,15,2022-09-11,0.25,1,15,1,
9103533,1 Zimmer in einer 2 Zimmer Wohnung,47450541,Jens,,Sendling-Westpark,48.11521284467757,11.527008070313173,Private room,40,1,0,,,1,326,0,
9153147,Charmante Wohnung im Herzen Münchens/Charming apt.,19379812,Anika,,Altstadt-Lehel,48.13965,11.58618,Entire home/apt,90,3,11,2022-08-18,0.18,1,0,5,
9195910,Perfect! Near the city center + Fair,26983909,Marion,,Au-Haidhausen,48.12232,11.57192,Entire home/apt,86,2,104,2022-09-04,1.26,1,55,9,
9220785,Big apartment with private garden,1009438,Alex,,Pasing-Obermenzing,48.14766,11.45184,Entire home/apt,359,1,380,2022-09-18,4.58,10,278,67,
9229766,Modern&Spacious 3 Rooms /2 Min. to Publ. Transport,9366334,Melanie,,Sendling-Westpark,48.12368,11.53492,Entire home/apt,89,20,0,,,3,0,0,
9242529,Oktoberfest (Wiesn) only 2 minutes by feet!,41532223,Kevin,,Schwanthalerhöhe,48.13983,11.54766,Entire home/apt,571,2,7,2022-09-18,0.09,1,300,1,
9257377,3 Zi App 95 qm,48047087,Fam,,Schwabing-West,48.15969,11.57326,Entire home/apt,170,5,27,2022-09-02,0.34,4,0,1,
9305453,charming modern apartment for two.,27066177,Caroline,,Bogenhausen,48.15137,11.60267,Entire home/apt,186,1,63,2022-09-01,0.76,1,34,7,
9375891,Cozy Studio directly connected to centre & MUC/Hbf,3488425,Andrew,,Moosach,48.18186,11.51099,Shared room,59,1,16,2022-09-14,0.33,1,9,2,
9388015,Schönes Zimmer 15 Min. zum Oktoberfest,18481000,Leticia,,Schwabing-West,48.17493,11.56678,Private room,117,1,54,2019-11-01,0.71,1,272,0,
9442704,Bavarian Blue & White Studio,6534496,Anja,,Tudering-Riem,48.11143,11.67115,Entire home/apt,90,30,72,2022-08-03,0.89,1,169,1,
9450141,"Charming quiet apartment, close to center",48969527,Petra,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.08536,11.5222,Entire home/apt,40,90,7,2022-01-04,0.08,2,263,1,
9451523,"Roof Top close to the Chinese Tower
Just women",48976243,Martin,,Bogenhausen,48.14984,11.61074,Private room,70,7,0,,,1,172,0,
9469211,Room with a view: Quiet & Central,5864730,Jan,,Untergiesing-Harlaching,48.09936,11.56977,Entire home/apt,150,1,0,,,2,0,0,
9473635,Room with a view: Quiet & Central,5864730,Jan,,Untergiesing-Harlaching,48.09961,11.57097,Entire home/apt,275,1,2,2016-04-16,0.03,2,0,0,
9484412,"Big and quiet room ,old building",41378749,Germaine,,Schwabing-West,48.16194,11.57594,Private room,73,1,21,2019-12-12,0.26,2,0,0,
9508546,"(1.7)Sleep./living room182sqf ""NY""",2386578,Chris,,Berg am Laim,48.12881,11.61758,Private room,89,7,10,2022-05-31,0.12,2,285,2,
9555761,Appartm. 28 squarem. for 2,36213449,J Herman,,Aubing-Lochhausen-Langwied,48.14949,11.44214,Entire home/apt,300,30,0,,,1,363,0,
9589372,Flat,36131354,Nikita,,Untergiesing-Harlaching,48.10663,11.57294,Entire home/apt,43,240,0,,,1,365,0,
9602349,Central and green,49693120,Klarissa,,Neuhausen-Nymphenburg,48.15699,11.5177,Entire home/apt,150,3,31,2022-08-21,0.40,2,49,7,
9610959,Singleroom with shared bathroom,1013466,PM-Rooms,,Laim,48.13963,11.52139,Private room,47,2,68,2022-08-31,0.82,3,323,21,
9663172,Modern apartment in city centre,49941102,Peter,,Maxvorstadt,48.15271,11.55539,Entire home/apt,95,1,6,2019-09-12,0.14,1,0,0,
