id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
21641918,Gemütliches helles Gästezimmer nahe München,20805795,Anja,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.08874,11.45286,Private room,110,2,116,2022-09-21,1.98,1,124,28,
14711185,Mi casa es su casa,56395839,Karina,,Ramersdorf-Perlach,48.06729,11.68791,Private room,45,2,19,2022-09-14,0.26,1,3,1,
20162448,Shabby chic 30 minutes to Oktoberfest .,41482289,Monika,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.05279,11.5168,Private room,120,2,7,2022-07-03,0.11,1,352,1,
24837769,Hohenbrunn(MUC)-Zuhause mit Aussicht und City Nähe,172211954,Hans,,Ramersdorf-Perlach,48.05834,11.68273,Entire home/apt,100,14,20,2021-08-26,0.39,1,263,0,
20900945,Guesthouse at fasanenpark,150163486,Sebastian,,Obergiesing,48.07915,11.60669,Private room,137,2,30,2022-08-23,0.49,1,52,4,
19172449,!ROOM + GYM (exkl.)!  Gardenfeelin´in Gröbenzell.,118384105,Martin,,Aubing-Lochhausen-Langwied,48.18897,11.38372,Private room,71,3,19,2022-09-20,0.39,1,158,11,
32161406,Modern apartment 5 min to ICM,130229894,Julia,,Tudering-Riem,48.14463,11.7261,Entire home/apt,200,3,1,2019-04-13,0.02,1,55,0,
638807762883617116,Garching Wohnung,461817209,Angel,,Schwabing-Freimann,48.24702,11.61236,Private room,143,5,1,2022-08-26,1,1,63,1,
15372703,Luxus Villa in München,98201030,Maria,,Untergiesing-Harlaching,48.06084,11.54858,Entire home/apt,500,2,67,2021-10-25,0.94,1,345,2,
6797429,2 Rooms | 5***** Chalet Ambience with Garden,35576962,Monika,,Aubing-Lochhausen-Langwied,48.12998,11.43065,Entire home/apt,383,2,21,2022-08-28,0.28,3,306,7,
22022948,Urlaub wie bei Freunden,151097379,Brigitte CHRISTINE,,Pasing-Obermenzing,48.13051,11.43978,Entire home/apt,110,3,23,2022-09-18,0.44,2,145,5,
36435660,"Cozy room near by river,  beergarden + Oktoberfest",197701499,An,,Pasing-Obermenzing,48.12545,11.44428,Private room,95,2,14,2022-08-30,0.36,1,347,10,
6796688,5***** Chalet Ambience in Munich,35576962,Monika,,Aubing-Lochhausen-Langwied,48.13185,11.42874,Entire home/apt,226,2,19,2022-08-22,0.22,3,5,4,
32162006,Haus mit Garten für Familie,241275090,Mina,,Aubing-Lochhausen-Langwied,48.12943,11.37674,Entire home/apt,80,7,5,2021-08-28,0.12,1,156,0,
694217459549036986,Wohnung mit Tiefgarage in S-Bahn Nähe OKTOBERFEST,73495213,Mario,,Aubing-Lochhausen-Langwied,48.13811223077677,11.38553573275133,Entire home/apt,399,1,0,,,1,365,0,
26655278,Accommodation and facilities in MUNCHEN,200369511,Kristen,,Bogenhausen,48.17524,11.64164,Shared room,150,1,0,,,1,180,0,
51384676,Übernachten in Germering bei Thomas und Inge,51661969,Thomas Und Inge,,Aubing-Lochhausen-Langwied,48.13337,11.37553,Private room,46,1,28,2022-09-19,2.11,1,138,26,
674704440687427887,Room No. 1 with bathroom in nature near Munich,464264971,Dragan,,Feldmoching-Hasenbergl,48.25216,11.52729,Private room,69,1,6,2022-09-18,5.45,5,116,6,
3549735,Gästezimmer für max. 2 Personen,17869343,Mandy,,Tudering-Riem,48.10873,11.73175,Private room,42,3,33,2022-08-07,0.34,1,267,3,
33759643,Nicolas Einliegerwohnung,254480083,Nicola,,Ramersdorf-Perlach,48.05984,11.68621,Private room,120,2,21,2022-08-21,0.51,1,160,14,
34359329,Privates Zimmer in 8min Fussweg an der Sbahn/Bus,73599872,Manuela,,Ramersdorf-Perlach,48.06113,11.68635,Private room,105,1,12,2020-08-20,0.29,1,143,0,
52274090,Schönes Studio in Grünwald,135774228,Margarit,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.0518,11.53808,Entire home/apt,69,2,0,,,1,262,0,
688338941517845888,Schön und saubere Wohnung in Gröbenzell,468720606,Bashir Ahmad,,Aubing-Lochhausen-Langwied,48.19089,11.37184,Private room,60,1,0,,,1,359,0,
15039478,Romantic chinese room private WC & Free Parking,42340789,Helen,,Ramersdorf-Perlach,48.06729,11.66806,Private room,95,1,280,2022-09-14,3.83,1,33,45,
717166621345662948,Bezauberndes Gästehaus mit kostenlosen Parkplatz,479738731,Sabine,,Feldmoching-Hasenbergl,48.228093736038176,11.474737177328166,Entire home/apt,64,3,0,,,1,80,0,
698536743680760675,Großes Zimmer mit eigenem Bad und Balkon für 4 Per,418504615,Josefine,,Allach-Untermenzing,48.22357734781999,11.469740347637492,Entire home/apt,115,2,0,,,1,72,0,
49957052,Idyllisches Gartenhaus nahe Karlsfelder See,39546092,Karin,,Feldmoching-Hasenbergl,48.23095,11.47053,Entire home/apt,55,2,12,2022-08-22,0.88,1,71,11,
52714883,Pretty room w/ balcony - 15 min from city and fair,5116256,Thomas,,Tudering-Riem,48.11877,11.70016,Private room,110,2,8,2022-09-20,0.71,2,5,8,
37394798,Ruhiges Gästezimmer im Vorort,53163734,Renate,,Ramersdorf-Perlach,48.07492,11.69608,Private room,46,1,31,2022-09-09,0.81,1,156,20,
38818885,Stadt-Land-Fluss ( München- Ismaning- Isar),21561594,Margarete,,Schwabing-Freimann,48.21954,11.66466,Entire home/apt,50,3,11,2022-07-23,0.30,1,0,2,
51955543,cosy room2,54711458,Hajnal,,Ramersdorf-Perlach,48.07218,11.68905,Private room,46,1,4,2022-08-23,1.01,1,339,4,
706140327142064124,Apartment With a view 20 mins to munich center,191322634,Jonas,,Tudering-Riem,48.10106,11.72239,Entire home/apt,125,2,0,,,1,58,0,
11337321,Oktoberfest Unterkunft,49598343,Florian,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.088279,11.4716661,Private room,296,1,0,,,1,365,0,
50101373,Willkommen in gemütlichem Haus,404188047,Monika,,Aubing-Lochhausen-Langwied,48.19583,11.37892,Private room,43,6,9,2022-08-07,0.59,2,263,7,
6467652,Privates 36 qm Apartment -2 km zur  Messe München,33333571,Bettina U. Stefan,,Tudering-Riem,48.14487,11.734,Entire home/apt,85,2,17,2022-08-28,0.42,1,119,11,
53523079,One-bed room near Garching-Hochbrück U6,334774305,Tamara,,Schwabing-Freimann,48.24791,11.62581,Private room,75,2,0,,,1,334,0,
1302195,Nice gastroom near munich City,7080679,Sandra,,Obergiesing,48.07885,11.6078,Private room,49,3,19,2022-09-14,0.22,1,350,7,
39599941,Ruhiges Zimmer mit Morgensonne,30857961,Susanne,,Aubing-Lochhausen-Langwied,48.19572,11.3826,Private room,65,2,9,2022-05-22,0.27,3,232,4,
1041039,Schöner Wohnen im Südosten MÜnchens,4056806,Karin,,Ramersdorf-Perlach,48.06063,11.65698,Private room,40,4,42,2022-03-13,0.37,1,55,4,
420821,Loft near Munich and trade fair,2092946,Rabea & Marcel,,Tudering-Riem,48.14877,11.7344,Private room,160,2,55,2022-09-20,0.44,1,13,1,
611299624835255963,Helles kleines Zimmer nähe München,455599037,Christian,,Aubing-Lochhausen-Langwied,48.17833,11.35659,Private room,33,1,7,2022-08-22,1.84,1,1,7,
27321207,PRINZ EUGEN - Serviced Apartments   #07-20,205081996,Gisela,,Ramersdorf-Perlach,48.06758,11.65866,Private room,103,7,2,2022-07-18,0.45,4,116,2,
37655392,Großer Hobbyraum in ruhiger Lage/Stadtrand München,284534766,Lisa,,Aubing-Lochhausen-Langwied,48.13467,11.42684,Private room,110,3,9,2021-07-16,0.25,1,142,0,
53703593,Helle 2- Zi. Wohnung München West / Puchheim,348574084,Marcela,,Aubing-Lochhausen-Langwied,48.1756,11.3668,Entire home/apt,89,180,1,2022-01-13,0.12,1,263,1,
632619888457087541,No 10 - Schnuckeliges DG-Atelier Studio,406244858,Karin,,Schwabing-Freimann,48.189346,11.643906,Entire home/apt,170,3,1,2022-08-15,0.79,2,154,1,
28247440,Beautiful HOUSE FOR OKTOBERFEST 1st floor for 5P.,211532012,Tatiana (Mother) And Julian (Son),,Aubing-Lochhausen-Langwied,48.13911,11.38301,Private room,200,1,10,2022-09-18,0.21,2,173,2,
35224330,Sehr schönes 1 Zimmer App.  für 3 P. im Haus,211532012,Tatiana (Mother) And Julian (Son),,Aubing-Lochhausen-Langwied,48.13729,11.3837,Private room,125,1,6,2022-09-14,0.15,2,172,1,
5622780,Charming Appartment for Oktoberfest with parking,29099046,Lucia,,Schwabing-Freimann,48.1855867700126,11.641161628067493,Entire home/apt,87,2,0,,,1,66,0,
33464070,Schöne und moderne Wohnung nahe Englischer Garten,28101443,Natalia,,Schwabing-Freimann,48.186289299153415,11.639434310478412,Entire home/apt,95,3,3,2022-08-29,2.50,1,55,3,
28925942,Zimmer mit Frühstück,121472350,Angela,,Tudering-Riem,48.13263,11.73497,Private room,80,1,202,2022-09-19,4.19,1,4,34,
18858836,Sonnige 100qm Wohnung (auf Anfrage max. 5 Pers.),2535180,Jobst,,Obergiesing,48.08162,11.60491,Entire home/apt,300,1,4,2022-08-30,0.06,1,4,2,
38352493,Rooftop with own bathroom,32212669,Mel,,Aubing-Lochhausen-Langwied,48.19727,11.36907,Entire home/apt,293,2,44,2022-07-23,1.21,1,8,8,
8005305,"Nice n Homely - for 2-4 persons near Messe, Munich",8986725,Vijay,,Bogenhausen,48.17684,11.71036,Private room,176,1,52,2022-09-18,0.61,2,325,3,
716686270688870458,Neu möblierte private Wohnung. Nahe Oktoberfest,479467861,Frederic,,Untergiesing-Harlaching,48.075088481135595,11.538404221204804,Entire home/apt,180,1,2,2022-09-20,2,1,180,2,
687556464467806772,Wohlfühl-Dachgeschosswohnung mit viel Platz,472461376,Eva-Maria,,Aubing-Lochhausen-Langwied,48.20224,11.37823,Entire home/apt,288,2,0,,,1,155,0,
657659002767278801,Schöne Eigentumswohnung im ruhigen Unterföhring,26637413,Claudia,,Schwabing-Freimann,48.19792417321564,11.65050208568573,Entire home/apt,67,2,3,2022-08-09,1.50,1,14,3,
16725040,"München, Zimmer + Bad, NäheMesse + Allianzarena",110874617,Barbara,,Tudering-Riem,48.15579,11.68435,Private room,60,5,28,2022-06-17,0.44,1,156,6,
45886185,Helles Zimmer 10 qm,25647569,Julia,,Bogenhausen,48.17728,11.7093,Private room,33,1,4,2022-08-28,2.61,2,4,4,
37194505,"Gemütliche, moderne Wohnung mit Terrasse/ Garten",279960731,Kerstin,,Ramersdorf-Perlach,48.068317,11.687507,Entire home/apt,140,3,60,2022-09-19,1.64,1,74,23,
51299666,Perlacherforst-3 Zimmer-Küche-Bad-Garten,339995042,Anita,,Obergiesing,48.076,11.60448,Entire home/apt,107,1,0,,,1,159,0,
708368043407718544,Schöne Eigentumswohnung zentral und in Isarnähe,478058174,Annalena,,Schwabing-Freimann,48.22252,11.66523,Entire home/apt,166,2,0,,,1,341,0,
8465539,Isarloft mit Flair und Wohlfühlgarantie,16650780,Thomas,,Schwabing-Freimann,48.19795,11.64629,Private room,55,30,13,2021-04-08,0.15,4,263,0,
42822118,HPE TEST,205081996,Gisela,,Ramersdorf-Perlach,48.06701,11.65925,Private room,30,5,0,,,4,23,0,
50823900,Hohes Zimmer mit eigenem Bad/ bei Messe München,25647569,Julia,,Bogenhausen,48.17821,11.70906,Private room,30,1,0,,,2,20,0,
688840152348372120,Munich: private house with 3 bedrooms,10349442,Markus,,Obergiesing,48.07899,11.6025,Entire home/apt,371,1,0,,,1,353,0,
5711072,"room for Oktoberfest in Garching, Munich",8862490,Nadja,,Schwabing-Freimann,48.24178,11.65085,Private room,65,2,31,2022-08-29,0.34,1,234,2,
1702140,"Nice n Cozy Room near Messe, Munich",8986725,Vijay,,Bogenhausen,48.17848,11.71014,Private room,152,1,18,2022-08-21,0.23,2,311,2,
43307856,Einzelzimmer Villa Magdalena im Hotel Lechnerhof,343294291,Mario Von Hotel Lechnerhof,,Schwabing-Freimann,48.19414,11.64082,Private room,180,1,1,2022-07-01,0.36,1,174,1,
35941869,"Herrliche Wohnung, top-eingerichtet & ruhig",270346824,Pali,,Bogenhausen,48.17606,11.71222,Entire home/apt,40,3,4,2019-10-11,0.10,1,230,0,
659195099386779545,Cosy Apartment near Messe ICM / Oktoberfest,66222304,Manuel,,Tudering-Riem,48.14899104567922,11.734050214290617,Entire home/apt,146,2,6,2022-08-28,3.27,1,252,6,
637459435500876715,Ruhiges Reihenhaus nahe U-Bahn Garching (München),461489357,Alexander,,Schwabing-Freimann,48.24238,11.64922,Entire home/apt,150,30,0,,,1,131,0,
38506598,Süsse 2 Zimmerwohnung mit Wintergarten,62289321,Kerstin,,Ramersdorf-Perlach,48.0698,11.67646,Entire home/apt,100,2,6,2022-09-19,0.16,1,11,3,
13637361,Komfort und Ruhe vor den Toren Münchens,79091724,Dirk,,Untergiesing-Harlaching,48.06169,11.55033,Private room,50,1,36,2020-02-15,0.50,1,314,0,
3026353,2 Room Penthouse Dachterrassenwohg,15221833,Regina Und Rudi,,Ramersdorf-Perlach,48.06307,11.69214,Entire home/apt,60,2,41,2019-10-07,0.40,1,55,0,
23689042,Apartment am Stadtrand von München - Comfy flat,29362688,Nicole,,Ramersdorf-Perlach,48.0687141418457,11.654618263244629,Entire home/apt,50,1,16,2022-08-31,0.30,1,58,3,
42189974,alleinstehendes Einfamilienhaus in Unterhaching,6693556,Barbara,,Obergiesing,48.07202,11.60195,Entire home/apt,137,1,48,2022-09-19,1.56,1,28,26,
706868650155708670,Oktoberfest-2-Zimmer-Wohnung in ausgebauter Garage,38436084,Gerhild,,Aubing-Lochhausen-Langwied,48.119238312718394,11.416292592560257,Entire home/apt,99,1,0,,,1,6,0,
715924488299298340,Wunderschönes Apartment-im Grünen-München/Gräfelf.,468342269,Christa,,Pasing-Obermenzing,48.124707413983174,11.444323798088606,Entire home/apt,149,3,0,,,1,121,0,
38201108,Zimmer München-Germering,290272011,Marcus,,Aubing-Lochhausen-Langwied,48.13778,11.38125,Private room,50,2,4,2022-08-21,0.11,1,79,2,
23658224,Trendy penthouse with a terrace,177123035,Reinhard,,Obergiesing,48.07682,11.60924,Entire home/apt,216,2,1,2018-06-23,0.02,2,0,0,
15335468,Gemütliches Zimmer nahe München,97762238,Karl-Wilhelm,,Aubing-Lochhausen-Langwied,48.13847,11.37687,Private room,75,3,28,2022-08-20,0.43,1,259,5,
706527131747643198,Private room with good connection to Oktoberfest,477570642,Claudio,,Schwabing-Freimann,48.21666,11.66919,Private room,100,1,0,,,1,9,0,
30952485,"Ruhige, warm-grüne, erholsame Wohnung nahe München",227464384,Dietmar,,Obergiesing,48.08179,11.60738,Private room,84,1,34,2022-09-20,0.75,1,340,6,
9288086,Nice room f. 1-2 P. in private house Munich South,22958115,Gudrun,,Ramersdorf-Perlach,48.06676,11.69243,Private room,30,2,16,2020-02-07,0.20,2,213,0,
5679905,Schönes ruhiges helles Gartenzimmer,1025897,Birgit,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.0644,11.52248,Private room,26,1,28,2021-11-03,0.31,1,201,1,
46369027,NEW BIG Romantic Room close by Munich,108740823,Olga,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.08944,11.46227,Private room,38,2,0,,,1,139,0,
11820604,APARTMENT IN MUNICH - close to Trade Fair/Lake,10223004,Yvonne,,Tudering-Riem,48.12902,11.73481,Entire home/apt,99,5,1,2018-06-23,0.02,1,18,0,
12909440,Big Luxury-Room with Balcony in the green,18972789,Tatjana,,Ramersdorf-Perlach,48.07549,11.68398,Private room,38,2,15,2021-10-29,0.21,4,51,1,
696953185618159530,Sehr ruhiges und gemütliches Privatzimmer,34636409,Peter,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.04985,11.51043,Private room,74,1,0,,,1,11,0,
97945,Deluxw-Apartm. with roof terrace,517685,Angelika,,Hadern,48.11492,11.48954,Entire home/apt,80,2,129,2019-10-03,0.97,2,5,0,
114695,Apartment Munich/East with sundeck,581737,Stephan,,Berg am Laim,48.12071,11.63758,Entire home/apt,180,2,54,2022-05-14,0.40,2,141,1,
127383,City apartment next to Pinakothek,630556,Sonja,,Maxvorstadt,48.15199,11.56482,Entire home/apt,120,3,107,2022-06-14,0.78,1,0,7,
159634,"Fancy, bright central roof top flat and homeoffice",765694,Sanna,,Pasing-Obermenzing,48.13855,11.46586,Entire home/apt,52,3,35,2022-07-07,0.26,1,1,1,
170154,"Own floor & bath, parking & breakfast",108297,Alex,,Sendling-Westpark,48.10814,11.52733,Private room,92,2,516,2022-09-15,3.86,1,119,26,
170815,Your own flat near central station!,814793,Inge,,Neuhausen-Nymphenburg,48.16071,11.54314,Entire home/apt,65,3,64,2020-02-18,0.48,1,0,0,
172672,Cozy guest room in high-end flat.,823913,Karin,,Schwabing-West,48.16341,11.56366,Private room,49,1,224,2022-05-22,2.20,2,0,9,
179640,GREEN OASIS near center & tradefair,860212,Ingrid,,Bogenhausen,48.14453,11.63769,Private room,42,2,50,2020-02-29,0.37,1,234,0,
183634,munich all-inclusive camping,880705,Toby,,Allach-Untermenzing,48.17532,11.44526,Shared room,50,1,0,,,1,305,0,
186596,2-room-flat in central location,910486,Hatice,,Au-Haidhausen,48.12008,11.57725,Shared room,82,1,163,2020-01-02,1.28,2,249,0,
187359,Charming apartment near City Center,901209,Christian,,Neuhausen-Nymphenburg,48.15638,11.53935,Private room,109,2,35,2022-08-28,0.26,1,57,3,
187386,"bedroom, with 2 single beds and tv",901512,Janine,,Berg am Laim,48.12031,11.62787,Private room,127,2,17,2022-08-28,0.13,2,39,1,
189551,Beautiful Attic Floor Dwelling,914449,Peter,,Schwanthalerhöhe,48.13592,11.54427,Entire home/apt,480,3,367,2022-09-12,2.80,1,209,11,
189582,CLASSY APARTMENT in Munich,914564,Christiane,,Bogenhausen,48.15556,11.64903,Private room,25,30,14,2022-07-31,0.12,1,204,1,
189606,"Nice apartment near river ""Isar""",914691,Klaus,,Au-Haidhausen,48.126277923583984,11.579534530639648,Entire home/apt,65,2,202,2022-09-03,1.51,2,283,31,
190383,WOW! direct binding to trade fairs,919644,Christine,,Berg am Laim,48.12424,11.63186,Private room,30,2,156,2022-09-16,1.22,1,168,6,
190653,Pretty and renovated apartment,919917,Werner,,Ludwigsvorstadt-Isarvorstadt,48.12951,11.56103,Entire home/apt,153,2,187,2022-08-23,1.47,1,292,16,
191405,Single Apartment in Central Munich,925836,Esther,,Au-Haidhausen,48.12204,11.58064,Entire home/apt,85,2,20,2018-04-23,0.15,1,61,0,
191429,Munich City Center for long term,925882,M. Seon,,Ludwigsvorstadt-Isarvorstadt,48.12672,11.5557,Private room,32,120,31,2022-07-31,0.23,1,268,2,
191535,City apartment in running distance to Oktoberfest,926189,Marco,,Sendling,48.11647,11.54049,Private room,414,3,6,2019-10-06,0.12,1,7,0,
191602,Apartment in the center - Glockenbachviertel,926985,Dunni,,Ludwigsvorstadt-Isarvorstadt,48.1267,11.57033,Entire home/apt,255,3,53,2022-07-01,0.40,1,6,3,
192933,Artist's Studio Glockenbach area,934964,Andreas,,Ludwigsvorstadt-Isarvorstadt,48.1295,11.56788,Shared room,90,3,77,2022-09-20,0.58,1,136,12,
193463,* Munich-Schwabing-  super-central & clean -room*,938552,Gabriele,,Maxvorstadt,48.15527,11.5717,Private room,120,2,194,2022-09-19,1.53,2,139,21,
193477,"* Munich- Schwabing  -pretty ,  very  small room *",938552,Gabriele,,Maxvorstadt,48.15441,11.57037,Private room,91,2,89,2022-09-19,1.13,2,45,19,
194533,Traumhaftes Ambiente - Neuhausen,944911,Anke,,Neuhausen-Nymphenburg,48.1495,11.54115,Entire home/apt,120,1,54,2022-09-19,0.40,1,302,2,
195293,Stylish Apartment No.24,949632,Sabine,,Schwabing-West,48.16438,11.56853,Private room,45,30,66,2022-07-31,0.53,1,92,3,
195302,nice city centre apartment munich,949656,Charlotte,,Bogenhausen,48.13698,11.61597,Entire home/apt,60,7,87,2014-10-07,0.66,2,288,0,
195337,single room-20 min to fair trades,949656,Charlotte,,Au-Haidhausen,48.13656,11.61501,Private room,60,60,11,2013-11-17,0.08,2,358,0,
195371,Souterrain for Sigle or Couple,949953,Sybille,,Feldmoching-Hasenbergl,48.19459,11.53297,Private room,39,4,32,2022-08-22,0.74,2,173,12,
195388,apartment for 4 people,949998,Ingrid Und Jo,,Ramersdorf-Perlach,48.10026,11.6068,Entire home/apt,124,2,230,2022-09-20,1.72,1,294,36,
195444,Modern room in ancient building,950268,Eileen,,Ludwigsvorstadt-Isarvorstadt,48.12279,11.56028,Private room,97,3,214,2022-09-18,1.60,2,203,31,
195452,DOWNTOWN 1aFlat in ancient building,950268,Eileen,,Ludwigsvorstadt-Isarvorstadt,48.12103,11.5605,Entire home/apt,95,10,17,2022-08-31,0.14,2,50,2,
196127,huge room in the heart of Munich,954566,Talia,,Ludwigsvorstadt-Isarvorstadt,48.13198,11.57579,Private room,96,2,98,2021-11-26,0.73,1,11,2,
196265,Cosy City Apartment with Balcony,14870835,Dominik,,Au-Haidhausen,48.12094,11.57697,Entire home/apt,175,7,73,2022-06-04,0.57,1,231,5,
19980995,"Sonniges Zimmer mit Frühstück, modernes Bad",30857961,Susanne,,Aubing-Lochhausen-Langwied,48.19583,11.38077,Private room,70,2,11,2022-05-13,0.19,3,232,1,
1671819,Cozy room near Munich City,8851228,Tristan,,Obergiesing,48.07865,11.6079,Private room,108,3,19,2022-09-17,0.18,1,267,3,
50785750,"TOP of Ismaning :).... helle, mod. WHG, 1-2 Pers.",176891240,Tina,,Schwabing-Freimann,48.22049,11.66313,Entire home/apt,110,7,0,,,1,84,0,
51592343,Loft Love,417950054,Deniz,,Aubing-Lochhausen-Langwied,48.175663,11.352109,Entire home/apt,306,2,4,2022-05-29,0.35,1,16,4,
38006890,Reidies Dachgeschoss Wohnung,30539443,Dieter,,Feldmoching-Hasenbergl,48.22924,11.48168,Entire home/apt,27,3,48,2022-09-15,1.32,1,315,19,
716789329732491500,Bedroom with own Bathroom by Messe Munich ICM,435545225,Mark,,Tudering-Riem,48.14773140450991,11.734648011624811,Private room,207,1,0,,,2,90,0,
699353949717355377,Perfect stay with optimal transport connection,61411791,Chris,,Ramersdorf-Perlach,48.0639,11.67814,Entire home/apt,364,2,0,,,1,299,0,
47329559,Gemütliche und stilvolle 3-Zimmer Gartenwohnung,23945000,Andi,,Ramersdorf-Perlach,48.07517,11.68494,Entire home/apt,130,30,1,2022-02-18,0.14,1,109,1,
1715753,Privateroom  Munich TradeFairCentre,1041145,Daniela,,Tudering-Riem,48.15263,11.72068,Private room,65,1,118,2022-08-21,1.08,1,336,7,
6110282,Penthouse apartment with roof terrace,31704858,Johannes,,Allach-Untermenzing,48.21728,11.45766,Entire home/apt,72,1,286,2022-09-16,3.18,1,139,45,
52404090,Familientraum in München-Karlsfeld,104910961,Maximilian,,Feldmoching-Hasenbergl,48.22478214271438,11.475102314103186,Entire home/apt,129,3,2,2022-09-10,1.25,1,71,2,
1202285,Luxus 300 m² villa,4164485,Samson,,Aubing-Lochhausen-Langwied,48.11428,11.42874,Entire home/apt,650,30,4,2017-09-28,0.04,1,365,0,
651154264478007204,"Room num.4 in the heart of nature,close to Munich",464264971,Dragan,,Feldmoching-Hasenbergl,48.25203,11.52696,Private room,60,1,26,2022-09-15,8.67,5,106,26,
649267774635304737,"Apartment in the heart of nature, close to Munich",464264971,Dragan,,Feldmoching-Hasenbergl,48.25152498402484,11.527333632502872,Private room,107,1,47,2022-09-18,15.67,5,103,47,
674415144655761168,Room No. 3 in the heart of nature near Munich,464264971,Dragan,,Feldmoching-Hasenbergl,48.25258,11.52647,Private room,69,1,9,2022-09-12,4.91,5,106,9,
24978649,Loft with Peaceful Ambience,14257690,Stephanie,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.05037,11.51535,Entire home/apt,200,2,39,2022-09-19,0.73,1,97,9,
28664960,Casa Schied,87013338,Norbert,,Allach-Untermenzing,48.21199,11.45939,Private room,90,2,7,2022-06-26,0.14,1,358,2,
4376141,"Quiet apartment, bright and clean",15548858,Bernd,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.09152,11.47117,Entire home/apt,50,28,11,2022-04-04,0.12,3,82,2,
33365924,Bright sunny rooms in villa,251349169,Ina,,Tudering-Riem,48.149464,11.692589,Private room,600,2,13,2022-06-24,0.31,1,231,5,
667336549483393023,"Room num.2 in the heart of nature,close to Munich",464264971,Dragan,,Feldmoching-Hasenbergl,48.25173,11.5282,Private room,80,1,13,2022-09-12,5.65,5,82,13,
703330379110694277,"Maisonette room close to fair, 15 min to city",5116256,Thomas,,Tudering-Riem,48.11965499999999,11.6998829,Private room,110,1,0,,,2,29,0,
30948630,"schöne, helle Wohnung mit geschütztem Südbalkon",231256775,Toni,,Obergiesing,48.07911,11.61002,Entire home/apt,90,1,8,2020-02-29,0.19,1,262,0,
27920781,"Große, helle Souterrainwohnung im Grünen",12895800,Christine,,Pasing-Obermenzing,48.12924,11.43447,Entire home/apt,54,2,39,2022-08-22,0.80,1,109,7,
52185262,Haus 15min. vor München mit Chalet und Terasse,35576962,Monika,,Aubing-Lochhausen-Langwied,48.13096,11.43002,Entire home/apt,349,2,0,,,3,324,0,
16096487,Stylish near fair with private bathroom+breakfast,22293063,Isabel & Jürgen Stetter,,Tudering-Riem,48.12235,11.69702,Private room,69,2,32,2019-11-14,0.46,1,78,0,
211744,München Haar - nearby Munich Fair,1054170,Barbara,,Tudering-Riem,48.11346,11.7109,Private room,50,1,96,2022-08-28,0.76,1,332,10,
52159798,Ferienwohnung/App. für 2 Gäste mit 26m² in Aschheim (158013),238029336,Buchungsservice SECRA Bookings,,Tudering-Riem,48.14755,11.68491,Entire home/apt,79,1,3,2022-07-31,0.32,1,324,3,
683822165999650732,Schöne helle 2 Zimmer Wohnung in ruhiger Lage,93434933,Steffi,,Tudering-Riem,48.15271199595696,11.721303223116413,Entire home/apt,130,2,1,2022-08-28,1,1,35,1,
201944,bright and friendly apartments,988115,Roswitha,,Tudering-Riem,48.14331,11.72172,Entire home/apt,32,100,12,2021-11-02,0.11,1,0,1,
589534257990659146,Schöne Wohnung in München mit guter Verbindung,23494601,Susen,,Tudering-Riem,48.12181,11.70125,Entire home/apt,87,4,0,,,1,143,0,
40604100,Luxury apartment near trade fair Munich,2746027,Petra,,Tudering-Riem,48.14949,11.6923,Entire home/apt,300,3,4,2022-06-02,0.35,1,297,4,
29223420,"GRSU - 7,  Serviced Apartment, München, Munich",103797294,Golden Ball,,Tudering-Riem,48.15071,11.67988,Entire home/apt,360,30,0,,,7,269,0,
691687491564606640,Renovierte schöne 3 Zi. WHG mit Parkplatz & Balkon,14402911,Gokhan,,Tudering-Riem,48.11247474366885,11.716323020566888,Entire home/apt,453,2,1,2022-08-24,1,1,136,1,
18205411,Room with bathroom and dining area use - near fair,125668587,Antje,,Tudering-Riem,48.15196,11.69668,Private room,30,2,118,2022-08-30,1.82,1,0,6,
29222106,"GRSU - 5,  Serviced Apartment, München, Munich",103797294,Golden Ball,,Tudering-Riem,48.14934,11.68019,Entire home/apt,234,20,2,2021-09-16,0.06,7,263,0,
29223071,"Premium Serviced Apartment, München, Munich",103797294,Golden Ball,,Tudering-Riem,48.15059,11.67985,Entire home/apt,252,14,3,2020-08-29,0.07,7,340,0,
33179844,"Penthouse,  Serviced Apartment, München, Munich",103797294,Golden Ball,,Tudering-Riem,48.14992,11.68208,Entire home/apt,266,30,1,2021-08-15,0.07,7,263,0,
29222923,"Suite,  Serviced Apartment, München, Munich",103797294,Golden Ball,,Tudering-Riem,48.15101,11.68021,Entire home/apt,135,14,1,2019-10-09,0.03,7,261,0,
